hpsa_name,designation_type,hpsa_discipline_class,hpsa_status,hpsa_designation_date,hpsa_designation_last_update_date,rural_status,hpsa_population_type,counties,total_population,per_pov,med_hh
Low Income - Quincy Service Area (MSSA 123),HPSA Population,Primary Care,Withdrawn,26/06/2002,28/12/2006,Rural,Low Income Population HPSA,Plumas,19790,12.6,53646
Low Income - Quincy Service Area (MSSA 123),HPSA Population,Primary Care,Withdrawn,26/06/2002,28/12/2006,Rural,Low Income Population HPSA,Plumas,19790,12.6,53646
Delano/McFarland (MSSA 60),Geographic HPSA,Primary Care,Withdrawn,29/08/1991,20/05/1996,Non-Rural,Geographic Population,Kern,909235,22.4,49812
Delano/McFarland (MSSA 60),Geographic HPSA,Primary Care,Withdrawn,29/08/1991,20/05/1996,Non-Rural,Geographic Population,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Non-Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Non-Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Medicaid Eligible - Auburn/Colfax/Forsethill,HPSA Population,Primary Care,Withdrawn,26/08/1991,31/12/1996,Non-Rural,Medicaid Eligible Population HPSA,Placer,404739,7.2,85326
Low Income - Cutler/Orosi/Dinuba,HPSA Population,Primary Care,Withdrawn,12/02/1991,10/01/2002,Non-Rural,Low Income Population HPSA,Tulare,473117,24.7,45768
Low Income - Cutler/Orosi/Dinuba,HPSA Population,Primary Care,Withdrawn,12/02/1991,10/01/2002,Rural,Low Income Population HPSA,Mendocino,91601,19,45247
Low Income - Cutler/Orosi/Dinuba,HPSA Population,Primary Care,Withdrawn,12/02/1991,10/01/2002,Partially Rural,Low Income Population HPSA,Tulare,473117,24.7,45768
Low Income - Cutler/Orosi/Dinuba,HPSA Population,Primary Care,Withdrawn,12/02/1991,10/01/2002,Non-Rural,Low Income Population HPSA,Tulare,473117,24.7,45768
Low Income - Cutler/Orosi/Dinuba,HPSA Population,Primary Care,Withdrawn,12/02/1991,10/01/2002,Non-Rural,Low Income Population HPSA,Tulare,473117,24.7,45768
Medicaid Eligible - Ukiah/Hopland,HPSA Population,Primary Care,Withdrawn,25/01/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Mendocino,91601,19,45247
Medicaid Eligible - Ukiah/Hopland,HPSA Population,Primary Care,Withdrawn,25/01/1991,31/12/1996,Rural,Medicaid Eligible Population HPSA,Mendocino,91601,19,45247
Idyllwild/Pine Cove (MSSA 130),Geographic HPSA,Primary Care,Withdrawn,23/11/1990,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Idyllwild/Pine Cove (MSSA 130),Geographic HPSA,Primary Care,Withdrawn,23/11/1990,03/11/2011,Rural,Geographic Population,Riverside,2418185,15.3,59951
Idyllwild/Pine Cove (MSSA 130),Geographic HPSA,Primary Care,Withdrawn,23/11/1990,03/11/2011,Non-Rural,Geographic Population,Riverside,2418185,15.3,59951
Medi-Cal Population - Waterford,HPSA Population,Primary Care,Withdrawn,08/05/1990,02/10/1995,Non-Rural,Medicaid Eligible Population HPSA,Stanislaus,552878,14.5,54060
Migrant Seasonal Farmworkers/S.E. Asian Refugees -,HPSA Population,Primary Care,Withdrawn,01/06/1990,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Santa Cruz,270861,13.4,75929
Migrant Seasonal Farmworkers/S.E. Asian Refugees -,HPSA Population,Primary Care,Withdrawn,01/06/1990,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Stanislaus,552878,14.5,54060
Migrant Seasonal Farmworkers/S.E. Asian Refugees -,HPSA Population,Primary Care,Withdrawn,01/06/1990,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Stanislaus,552878,14.5,54060
Migrant Seasonal Farmworkers/S.E. Asian Refugees -,HPSA Population,Primary Care,Withdrawn,01/06/1990,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Stanislaus,552878,14.5,54060
Migrant Seasonal Farmworkers - Pajaro Valley,HPSA Population,Primary Care,Withdrawn,27/09/1989,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Santa Cruz,270861,13.4,75929
Migrant Seasonal Farmworkers - Pajaro Valley,HPSA Population,Primary Care,Withdrawn,27/09/1989,02/04/1993,Non-Rural,Migrant Seasonal Worker Population HPSA,Monterey,439035,12.9,62999
Gustine/Newman,Geographic HPSA,Primary Care,Withdrawn,28/09/1989,16/11/1994,Partially Rural,Geographic Population,Stanislaus,552878,14.5,54060
Gustine/Newman,Geographic HPSA,Primary Care,Withdrawn,28/09/1989,16/11/1994,Rural,Geographic Population,Merced,281202,20.3,47442
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
Low Income - Eureka (MSSA 39),HPSA Population,Primary Care,Withdrawn,17/04/1989,26/09/2012,Rural,Low Income Population HPSA,Humboldt,136463,20,43164
COVELO,Geographic HPSA,Primary Care,Withdrawn,15/06/1978,03/11/2011,Rural,Geographic Population,Mendocino,91601,19,45247
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Not Applicable,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Poverty/Homeless/AIDS Population - Guerneville,HPSA Population,Primary Care,Withdrawn,21/12/1978,27/02/1995,Non-Rural,Low Income Homeless Population HPSA,Sonoma,488863,9.4,73496
Kings Beach (MSSA 117),Geographic HPSA,Primary Care,Withdrawn,23/12/2005,22/12/2006,Non-Rural,Geographic Population,San Diego,3298634,12.4,70693
Kings Beach (MSSA 117),Geographic HPSA,Primary Care,Withdrawn,23/12/2005,22/12/2006,Rural,Geographic Population,Placer,404739,7.2,85326
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Inc - MSSA 161g (Lemon Grove NW/National City E),HPSA Population,Primary Care,Withdrawn,30/11/2010,27/11/2012,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Ceres/Modesto South Central (MSSA 215C),Geographic HPSA,Primary Care,Withdrawn,07/12/2005,03/11/2011,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/Migrant Farmworker-MSSA 35C-F/Fresno We,HPSA Population,Primary Care,Withdrawn,20/08/2009,27/06/2013,Non-Rural,Low Income Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
