HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037229200,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2292,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037232800,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2328,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037232120,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2321.20,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037232110,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2321.10,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037228310,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2283.10,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037237600,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2376,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037239320,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2393.20,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037239330,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2393.30,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037231900,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2319,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037239202,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2392.02,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2GGG Low Income/S.Central Northeast,10699906LU,HPSA Population,Primary Care,10,NA,CA,Withdrawn,26/11/2008,16/08/2012,Non-Metropolitan,06037239201,Not applicable,16/08/2012,19.6,72077,,3677:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2392.01,,CA,CT,Census Tract,Low Income Population HPSA,58800,13277,N,LI,,3000:1,,4.43,W,Hpsa Pop,08/16/2012,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 185.2 (Davenport),10699906LP,Geographic HPSA,Primary Care,11,NA,CA,Withdrawn,05/08/2008,27/06/2013,Non-Metropolitan,06087120200,Not applicable,27/06/2013,0,4018,,,Geographic Population,Non-Rural,,,,N,"Santa Cruz County, CA",,Region 9,CA,06087,06,California,Santa Cruz,087,1,,,1202,,CA,CT,Census Tract,Geographic Population,0,4018,N,TRC,,3500:1,,1.15,W,Hpsa Geo,06/27/2013,06,California,Not Applicable,N,CA,06087,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037240402,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2404.02,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037238320,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2383.20,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037241110,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2411.10,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037241202,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2412.02,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600100,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6001,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600302,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6003.02,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037238200,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2382,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600400,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6004,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037241120,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2411.20,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037237720,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2377.20,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600201,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6002.01,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600202,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6002.02,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037237710,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2377.10,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600303,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6003.03,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037241201,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2412.01,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037240401,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2404.01,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037600304,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,6003.04,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037240500,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2405,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037238310,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2383.10,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037237800,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2378,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 78.2s/South Central Southwest,10699906LI,High Needs Geographic HPSA,Primary Care,14,NA,CA,Withdrawn,27/04/2009,23/05/2014,Metropolitan,06037240300,Not applicable,23/05/2014,2.2,90943,,41338:1,Geographic Population,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,2403,,CA,CT,Census Tract,Geographic Population,6600,84343,M,TRC,,3000:1,,28.11,W,Hpsa Geo HN,05/23/2014,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
"FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.",10699906LG,Federally Qualified Health Center,Primary Care,17,18,CA,Designated,12/04/2004,20/08/2021,Metropolitan,POINT,,,,226210,,,,Non-Rural,-118.1475556,33.97291023,09E00005,N,"Los Angeles County, CA",90201,Region 9,CA,06037,06,California,Los Angeles,037,1,6501 Garfield Ave,Bell,"FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.",10699906LG,,UNK,Unknown,Federally Qualified Health Center,,,M,,90201-1805,,,,D,FQHC,,06,California,,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
Centro Medico Community Clinic Inc,10699906LF,Federally Qualified Health Center Look A Like,Primary Care,12,14,CA,Designated,02/12/2002,11/09/2021,Non-Metropolitan,POINT,,,,96755,,,,Non-Rural,-117.5899554,33.87793715,0928860,N,"Riverside County, CA",92882,Region 9,CA,06065,06,California,Riverside,065,1,1307 W 6th St STE 113,Corona,Centro Medico Community Clinic Inc,10699906LF,,UNK,Unknown,Federally Qualified Health Center Look A Like,,,N,,92882-1642,,,,D,FQHC LAL,,06,California,,N,CA,06065,06,California,N,N,27/03/2024,03/27/2024
ADVENTIST HEALTH REEDLEY,10699906LE,Rural Health Clinic,Primary Care,14,18,CA,Designated,20/03/2007,11/09/2021,Non-Metropolitan,POINT,,,,167530,,,,Non-Rural,-119.7694835,36.300689,,N,"Kings County, CA",93245,Region 9,CA,06031,06,California,Kings,031,1,810 E D St,Lemoore,ADVENTIST HEALTH REEDLEY,10699906LE,,UNK,Unknown,Rural Health Clinic,,,N,,93245-9545,,,,D,RHC,,06,California,,N,CA,06031,06,California,N,N,27/03/2024,03/27/2024
ADVENTIST HEALTH REEDLEY,10699906LD,Rural Health Clinic,Primary Care,17,20,CA,Designated,20/03/2007,11/09/2021,Non-Metropolitan,POINT,,,,51432,,,,Rural,-120.1018284,36.20044731,,N,"Fresno County, CA",93234,Region 9,CA,06019,06,California,Fresno,019,1,16916 5th St,Huron,ADVENTIST HEALTH REEDLEY,10699906LD,,UNK,Unknown,Rural Health Clinic,,,N,,93234-6012,,,,D,RHC,,06,California,,R,CA,06019,06,California,N,N,27/03/2024,03/27/2024
MSSA 228.1/Ivanhoe,10699906LC,HPSA Population,Primary Care,15,NA,CA,Withdrawn,13/05/2008,11/06/2012,Non-Metropolitan,06107000800,Not applicable,11/06/2012,2,16961,,8481:1,Geographic Population,Non-Rural,,,,N,"Tulare County, CA",,Region 9,CA,06107,06,California,Tulare,107,1,,,8,,CA,CT,Census Tract,Geographic Population,6000,10961,N,TRC,,3000:1,,3.65,W,Hpsa Pop,06/11/2012,06,California,Not Applicable,N,CA,06107,06,California,N,N,27/03/2024,03/27/2024
MSSA 228.1/Ivanhoe,10699906LC,HPSA Population,Primary Care,15,NA,CA,Withdrawn,13/05/2008,11/06/2012,Non-Metropolitan,06107000702,Not applicable,11/06/2012,2,16961,,8481:1,Geographic Population,Non-Rural,,,,N,"Tulare County, CA",,Region 9,CA,06107,06,California,Tulare,107,1,,,7.02,,CA,CT,Census Tract,Geographic Population,6000,10961,N,TRC,,3000:1,,3.65,W,Hpsa Pop,06/11/2012,06,California,Not Applicable,N,CA,06107,06,California,N,N,27/03/2024,03/27/2024
MSSA 228.1/Ivanhoe,10699906LC,HPSA Population,Primary Care,15,NA,CA,Withdrawn,13/05/2008,11/06/2012,Non-Metropolitan,06107000701,Not applicable,11/06/2012,2,16961,,8481:1,Geographic Population,Non-Rural,,,,N,"Tulare County, CA",,Region 9,CA,06107,06,California,Tulare,107,1,,,7.01,,CA,CT,Census Tract,Geographic Population,6000,10961,N,TRC,,3000:1,,3.65,W,Hpsa Pop,06/11/2012,06,California,Not Applicable,N,CA,06107,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 190 (Burney/Cassel),10699906LB,HPSA Population,Primary Care,0,NA,CA,Withdrawn,26/03/2008,04/11/2010,Non-Metropolitan,06089012702,Not applicable,04/11/2010,1.2,8721,,7268:1,Low Income Population HPSA,Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,127.02,,CA,CT,Census Tract,Low Income Population HPSA,3600,5121,N,LI,,3000:1,,0.03,W,Hpsa Pop,11/04/2010,06,California,Not Applicable,R,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 190 (Burney/Cassel),10699906LB,HPSA Population,Primary Care,0,NA,CA,Withdrawn,26/03/2008,04/11/2010,Non-Metropolitan,06089012701,Not applicable,04/11/2010,1.2,8721,,7268:1,Low Income Population HPSA,Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,127.01,,CA,CT,Census Tract,Low Income Population HPSA,3600,5121,N,LI,,3000:1,,0.03,W,Hpsa Pop,11/04/2010,06,California,Not Applicable,R,CA,06089,06,California,N,N,27/03/2024,03/27/2024
The Children's Clinic,10699906L9,Federally Qualified Health Center,Primary Care,5,NA,CA,Withdrawn,23/10/2003,25/06/2019,Unknown,POINT,,25/06/2019,,,,,,Non-Rural,-118.1850575,33.80818798,091000,N,"Los Angeles County, CA",90806,Region 9,CA,06037,06,California,Los Angeles,037,1,2801 Atlantic Ave,Long Beach,The Children's Clinic,10699906L9,,UNK,Unknown,Federally Qualified Health Center,,,0,,90806-1701,,,,W,FQHC,06/25/2019,06,California,,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
"Clinicas del Camino Real, Inc.",10699906L8,Federally Qualified Health Center,Primary Care,18,18,CA,Designated,23/10/2003,10/09/2021,Metropolitan,POINT,,,,135208,,,,Non-Rural,-119.1596934,34.2931501,093650,N,"Ventura County, CA",93004,Region 9,CA,06111,06,California,Ventura,111,1,200 S Wells Rd STE 200,Ventura,"Clinicas del Camino Real, Inc.",10699906L8,,UNK,Unknown,Federally Qualified Health Center,,,M,,93004-1377,,,,D,FQHC,,06,California,,N,CA,06111,06,California,N,N,27/03/2024,03/27/2024
Sequoia Community Health Foundation,10699906L7,Federally Qualified Health Center,Primary Care,0,NA,CA,Withdrawn,23/10/2003,19/12/2008,Metropolitan,POINT,,,,,,,,Non-Rural,-119.7908657,36.70052837,,N,"Fresno County, CA",93706,Region 9,CA,06019,06,California,Fresno,019,1,2790 S Elm Ave,Fresno,Sequoia Community Health Foundation,10699906L7,,UNK,Unknown,Federally Qualified Health Center,,,M,,93706-5435,,,,W,FQHC,,06,California,,N,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"UNIVERSITY OF CALIFORNIA, IRVINE",10699906L6,Federally Qualified Health Center,Primary Care,18,18,CA,Designated,23/10/2003,11/09/2021,Metropolitan,POINT,,,,418866,,,,Non-Rural,-117.8569475,33.645461,093080,N,"Orange County, CA",92617,Region 9,CA,06059,06,California,Orange,059,1,141 Innovation Dr STE 250,Irvine,"UNIVERSITY OF CALIFORNIA, IRVINE",10699906L6,,UNK,Unknown,Federally Qualified Health Center,,,M,,92617-3213,,,,D,FQHC,,06,California,,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Lifelong Medical Care,10699906L5,Federally Qualified Health Center,Primary Care,21,17,CA,Designated,23/10/2003,28/10/2021,Metropolitan,POINT,,,,193308,,,,Non-Rural,-122.2957689,37.86197714,092880,N,"Alameda County, CA",94710,Region 9,CA,06001,06,California,Alameda,001,1,2344 6th St,Berkeley,Lifelong Medical Care,10699906L5,,UNK,Unknown,Federally Qualified Health Center,,,M,,94710-2412,,,,D,FQHC,,06,California,,N,CA,06001,06,California,N,N,27/03/2024,03/27/2024
